subject,relation,object,cat
摩洛哥甜椒番茄蛋饼,食谱的食材构成,番茄,A2
Moroccan Bell Pepper Tomato Omelette,Ingredient,Tomato,A2
摩洛哥甜椒番茄蛋饼,食谱的食材构成,洋葱碎,A2
Moroccan Bell Pepper Tomato Omelette,Ingredient,Diced Onion,A2
摩洛哥甜椒番茄蛋饼,食谱的食材构成,孜然粉,D
Moroccan Bell Pepper Tomato Omelette,Ingredient,Cumin Powder,D
摩洛哥甜椒番茄蛋饼,食谱的食材构成,食盐,D
Moroccan Bell Pepper Tomato Omelette,Ingredient,Salt,D
摩洛哥甜椒番茄蛋饼,食谱的食材构成,橄榄油,D
Moroccan Bell Pepper Tomato Omelette,Ingredient,Olive Oil,D
美式蜂蜜烤三文鱼,食谱的功效,滋阴润肺,食谱的功效
American Honey-Glazed Salmon,Health Benefit,Nourish Yin and Moisten the Lungs,Health Benefit
美式蜂蜜烤三文鱼,食谱的功效,补益元气,食谱的功效
American Honey-Glazed Salmon,Health Benefit,Replenish Vital Energy,Health Benefit
美式蜂蜜烤三文鱼,食谱的功效,增强免疫力,食谱的功效
American Honey-Glazed Salmon,Health Benefit,Enhance Immunity,Health Benefit
美式蜂蜜烤三文鱼,食谱的食材构成,三文鱼排,B3
American Honey-Glazed Salmon,Ingredient,Salmon Fillet,B3
美式蜂蜜烤三文鱼,食谱的食材构成,蜂蜜,D
American Honey-Glazed Salmon,Ingredient,Honey,D
美式蜂蜜烤三文鱼,食谱的食材构成,黑胡椒粉,D
American Honey-Glazed Salmon,Ingredient,Black Pepper Powder,D
美式蜂蜜烤三文鱼,食谱的食材构成,食盐,D
American Honey-Glazed Salmon,Ingredient,Salt,D
美式蜂蜜烤三文鱼,食谱的食材构成,黄油,D
American Honey-Glazed Salmon,Ingredient,Butter,D
意大利罗勒烤薯角,食谱的功效,健脾,食谱的功效
Italian Basil Roasted Potato Wedges,Health Benefit,Strengthen Spleen,Health Benefit
意大利罗勒烤薯角,食谱的功效,补虚,食谱的功效
Italian Basil Roasted Potato Wedges,Health Benefit,Tonify Deficiency,Health Benefit
意大利罗勒烤薯角,食谱的功效,化湿,食谱的功效
Italian Basil Roasted Potato Wedges,Health Benefit,Transform Dampness,Health Benefit
意大利罗勒烤薯角,食谱的功效,止咳,食谱的功效
Italian Basil Roasted Potato Wedges,Health Benefit,Relieve Cough,Health Benefit
意大利罗勒烤薯角,食谱的功效,增强体质,食谱的功效
Italian Basil Roasted Potato Wedges,Health Benefit,Enhance Physical Fitness,Health Benefit
意大利罗勒烤薯角,食谱的食材构成,马铃薯,A1
Italian Basil Roasted Potato Wedges,Ingredient,Potato,A1
意大利罗勒烤薯角,食谱的食材构成,新鲜罗勒叶,A2
Italian Basil Roasted Potato Wedges,Ingredient,Fresh Basil Leaves,A2
意大利罗勒烤薯角,食谱的食材构成,橄榄油,D
Italian Basil Roasted Potato Wedges,Ingredient,Olive Oil,D
意大利罗勒烤薯角,食谱的食材构成,蒜末,D
Italian Basil Roasted Potato Wedges,Ingredient,Minced Garlic,D
意大利罗勒烤薯角,食谱的食材构成,黑胡椒粉,D
Italian Basil Roasted Potato Wedges,Ingredient,Black Pepper Powder,D
意大利罗勒烤薯角,食谱的食材构成,食盐,D
Italian Basil Roasted Potato Wedges,Ingredient,Table Salt,D
法式红萝卜奶油汤,食谱的功效,补脾,食谱的功效
French Carrot Cream Soup,Health Benefit,Strengthen Spleen,Health Benefit
法式红萝卜奶油汤,食谱的功效,益气,食谱的功效
French Carrot Cream Soup,Health Benefit,Tonify Qi,Health Benefit
法式红萝卜奶油汤,食谱的功效,润肺,食谱的功效
French Carrot Cream Soup,Health Benefit,Moisten Lungs,Health Benefit
法式红萝卜奶油汤,食谱的功效,止咳,食谱的功效
French Carrot Cream Soup,Health Benefit,Relieve Cough,Health Benefit
法式红萝卜奶油汤,食谱的功效,提高免疫力,食谱的功效
French Carrot Cream Soup,Health Benefit,Boost Immunity,Health Benefit
法式红萝卜奶油汤,食谱的食材构成,红萝卜,A2
French Carrot Cream Soup,Ingredient,Carrot,A2
法式红萝卜奶油汤,食谱的食材构成,洋葱碎,A2
French Carrot Cream Soup,Ingredient,Chopped Onion,A2
法式红萝卜奶油汤,食谱的食材构成,黄油,D
French Carrot Cream Soup,Ingredient,Butter,D
法式红萝卜奶油汤,食谱的食材构成,奶油,B2
French Carrot Cream Soup,Ingredient,Cream,B2
法式红萝卜奶油汤,食谱的食材构成,食盐,D
French Carrot Cream Soup,Ingredient,Table Salt,D
法式红萝卜奶油汤,食谱的食材构成,黑胡椒粉,D
French Carrot Cream Soup,Ingredient,Black Pepper Powder,D
西班牙焗薯泥鸡肉球,食谱的功效,益气,食谱的功效
Spanish Baked Mashed Potato Chicken Balls,Health Benefit,Tonify Qi,Health Benefit
西班牙焗薯泥鸡肉球,食谱的功效,健脾,食谱的功效
Spanish Baked Mashed Potato Chicken Balls,Health Benefit,Strengthen Spleen,Health Benefit
西班牙焗薯泥鸡肉球,食谱的功效,温中,食谱的功效
Spanish Baked Mashed Potato Chicken Balls,Health Benefit,Warm Middle,Health Benefit
西班牙焗薯泥鸡肉球,食谱的功效,止咳,食谱的功效
Spanish Baked Mashed Potato Chicken Balls,Health Benefit,Relieve Cough,Health Benefit
西班牙焗薯泥鸡肉球,食谱的功效,增强身体抵抗力,食谱的功效
Spanish Baked Mashed Potato Chicken Balls,Health Benefit,Enhance Body Resistance,Health Benefit
西班牙焗薯泥鸡肉球,食谱的食材构成,鸡肉末,B1
Spanish Baked Mashed Potato Chicken Balls,Ingredient,Minced Chicken,B1
西班牙焗薯泥鸡肉球,食谱的食材构成,马铃薯,A1
Spanish Baked Mashed Potato Chicken Balls,Ingredient,Potato,A1
西班牙焗薯泥鸡肉球,食谱的食材构成,洋葱碎,A2
Spanish Baked Mashed Potato Chicken Balls,Ingredient,Chopped Onion,A2
西班牙焗薯泥鸡肉球,食谱的食材构成,黑胡椒粉,D
Spanish Baked Mashed Potato Chicken Balls,Ingredient,Black Pepper Powder,D
西班牙焗薯泥鸡肉球,食谱的食材构成,食盐,D
Spanish Baked Mashed Potato Chicken Balls,Ingredient,Table Salt,D
西班牙焗薯泥鸡肉球,食谱的食材构成,橄榄油,D
Spanish Baked Mashed Potato Chicken Balls,Ingredient,Olive Oil,D
地中海烤甜椒油浸金枪鱼,食谱的功效,补益脏腑,食谱的功效
Mediterranean Baked Bell Pepper and Oil-Soaked Tuna,Health Benefit,Nourish Organs,Health Benefit
地中海烤甜椒油浸金枪鱼,食谱的功效,润肺,食谱的功效
Mediterranean Baked Bell Pepper and Oil-Soaked Tuna,Health Benefit,Moisten Lungs,Health Benefit
地中海烤甜椒油浸金枪鱼,食谱的功效,止咳,食谱的功效
Mediterranean Baked Bell Pepper and Oil-Soaked Tuna,Health Benefit,Relieve Cough,Health Benefit
地中海烤甜椒油浸金枪鱼,食谱的功效,提升免疫力,食谱的功效
Mediterranean Baked Bell Pepper and Oil-Soaked Tuna,Health Benefit,Boost Immunity,Health Benefit
地中海烤甜椒油浸金枪鱼,食谱的食材构成,金枪鱼片,B3
Mediterranean Baked Bell Pepper and Oil-Soaked Tuna,Ingredient,Tuna Fillet,B3
地中海烤甜椒油浸金枪鱼,食谱的食材构成,甜椒,A2
Mediterranean Baked Bell Pepper and Oil-Soaked Tuna,Ingredient,Bell Pepper,A2
地中海烤甜椒油浸金枪鱼,食谱的食材构成,橄榄油,D
Mediterranean Baked Bell Pepper and Oil-Soaked Tuna,Ingredient,Olive Oil,D
地中海烤甜椒油浸金枪鱼,食谱的食材构成,黑胡椒粉,D
Mediterranean Baked Bell Pepper and Oil-Soaked Tuna,Ingredient,Black Pepper Powder,D
地中海烤甜椒油浸金枪鱼,食谱的食材构成,食盐,D
Mediterranean Baked Bell Pepper and Oil-Soaked Tuna,Ingredient,Table Salt,D
意式香草烤鲜虾,食谱的功效,补肾,食谱的功效
Italian Herb Baked Shrimp,Health Benefit,Tonify Kidneys,Health Benefit
意式香草烤鲜虾,食谱的功效,壮阳,食谱的功效
Italian Herb Baked Shrimp,Health Benefit,Enhance Yang,Health Benefit
意式香草烤鲜虾,食谱的功效,温肺,食谱的功效
Italian Herb Baked Shrimp,Health Benefit,Warm Lungs,Health Benefit
意式香草烤鲜虾,食谱的功效,止咳,食谱的功效
Italian Herb Baked Shrimp,Health Benefit,Relieve Cough,Health Benefit
意式香草烤鲜虾,食谱的功效,强化免疫能力,食谱的功效
Italian Herb Baked Shrimp,Health Benefit,Strengthen Immunity,Health Benefit
意式香草烤鲜虾,食谱的食材构成,大虾,B3
Italian Herb Baked Shrimp,Ingredient,Shrimp,B3
意式香草烤鲜虾,食谱的食材构成,迷迭香干,D
Italian Herb Baked Shrimp,Ingredient,Dried Rosemary,D
意式香草烤鲜虾,食谱的食材构成,百里香干,D
Italian Herb Baked Shrimp,Ingredient,Dried Thyme,D
意式香草烤鲜虾,食谱的食材构成,蒜末,D
Italian Herb Baked Shrimp,Ingredient,Minced Garlic,D
意式香草烤鲜虾,食谱的食材构成,橄榄油,D
Italian Herb Baked Shrimp,Ingredient,Olive Oil,D
意式香草烤鲜虾,食谱的食材构成,食盐,D
Italian Herb Baked Shrimp,Ingredient,Table Salt,D
法式焦糖红葱烧鸡腿,食谱的功效,温补脾胃,食谱的功效
French Caramelized Shallot Braised Chicken Thigh,Health Benefit,Warm and Tonify Spleen and Stomach,Health Benefit
法式焦糖红葱烧鸡腿,食谱的功效,化痰散结,食谱的功效
French Caramelized Shallot Braised Chicken Thigh,Health Benefit,Resolve Phlegm and Dissipate Nodules,Health Benefit
法式焦糖红葱烧鸡腿,食谱的功效,增强免疫力,食谱的功效
French Caramelized Shallot Braised Chicken Thigh,Health Benefit,Enhance Immunity,Health Benefit
法式焦糖红葱烧鸡腿,食谱的食材构成,鸡腿,B1
French Caramelized Shallot Braised Chicken Thigh,Ingredient,Chicken Thigh,B1
法式焦糖红葱烧鸡腿,食谱的食材构成,红葱头,A2
French Caramelized Shallot Braised Chicken Thigh,Ingredient,Shallot,A2
法式焦糖红葱烧鸡腿,食谱的食材构成,黄油,D
French Caramelized Shallot Braised Chicken Thigh,Ingredient,Butter,D
法式焦糖红葱烧鸡腿,食谱的食材构成,糖,D
French Caramelized Shallot Braised Chicken Thigh,Ingredient,Sugar,D
法式焦糖红葱烧鸡腿,食谱的食材构成,食盐,D
French Caramelized Shallot Braised Chicken Thigh,Ingredient,Salt,D
法式焦糖红葱烧鸡腿,食谱的食材构成,黑胡椒粉,D
French Caramelized Shallot Braised Chicken Thigh,Ingredient,Black Pepper Powder,D
墨西哥牛油果黑豆沙拉,食谱的功效,润肺滋阴,食谱的功效
Mexican Avocado Black Bean Salad,Health Benefit,Moisten Lungs and Nourish Yin,Health Benefit
墨西哥牛油果黑豆沙拉,食谱的功效,健脾补虚,食谱的功效
Mexican Avocado Black Bean Salad,Health Benefit,Strengthen Spleen and Tonify Deficiency,Health Benefit
墨西哥牛油果黑豆沙拉,食谱的功效,增强免疫力,食谱的功效
Mexican Avocado Black Bean Salad,Health Benefit,Enhance Immunity,Health Benefit
墨西哥牛油果黑豆沙拉,食谱的食材构成,黑豆,A1
Mexican Avocado Black Bean Salad,Ingredient,Black Beans,A1
墨西哥牛油果黑豆沙拉,食谱的食材构成,牛油果,A3
Mexican Avocado Black Bean Salad,Ingredient,Avocado,A3
墨西哥牛油果黑豆沙拉,食谱的食材构成,番茄丁,A2
Mexican Avocado Black Bean Salad,Ingredient,Diced Tomato,A2
墨西哥牛油果黑豆沙拉,食谱的食材构成,洋葱碎,A2
Mexican Avocado Black Bean Salad,Ingredient,Minced Onion,A2
墨西哥牛油果黑豆沙拉,食谱的食材构成,青柠汁,D
Mexican Avocado Black Bean Salad,Ingredient,Lime Juice,D
墨西哥牛油果黑豆沙拉,食谱的食材构成,食盐,D
Mexican Avocado Black Bean Salad,Ingredient,Salt,D
墨西哥牛油果黑豆沙拉,食谱的食材构成,辣椒粉,D
Mexican Avocado Black Bean Salad,Ingredient,Chili Powder,D
地中海香草烤鸡肉丸,食谱的功效,补气温阳,食谱的功效
Mediterranean Herb Baked Chicken Meatballs,Health Benefit,Tonify Qi and Warm Yang,Health Benefit
地中海香草烤鸡肉丸,食谱的功效,健脾养肺,食谱的功效
Mediterranean Herb Baked Chicken Meatballs,Health Benefit,Strengthen Spleen and Nourish Lungs,Health Benefit
地中海香草烤鸡肉丸,食谱的功效,增强身体机能,食谱的功效
Mediterranean Herb Baked Chicken Meatballs,Health Benefit,Enhance Physical Function,Health Benefit
地中海香草烤鸡肉丸,食谱的食材构成,鸡肉末,B1
Mediterranean Herb Baked Chicken Meatballs,Ingredient,Ground Chicken,B1
地中海香草烤鸡肉丸,食谱的食材构成,面包糠,C
Mediterranean Herb Baked Chicken Meatballs,Ingredient,Breadcrumbs,C
地中海香草烤鸡肉丸,食谱的食材构成,蛋液,B2
Mediterranean Herb Baked Chicken Meatballs,Ingredient,Egg Liquid,B2
地中海香草烤鸡肉丸,食谱的食材构成,干迷迭香,D
Mediterranean Herb Baked Chicken Meatballs,Ingredient,Dried Rosemary,D
地中海香草烤鸡肉丸,食谱的食材构成,干百里香,D
Mediterranean Herb Baked Chicken Meatballs,Ingredient,Dried Thyme,D
地中海香草烤鸡肉丸,食谱的食材构成,黑胡椒粉,D
Mediterranean Herb Baked Chicken Meatballs,Ingredient,Black Pepper Powder,D
地中海香草烤鸡肉丸,食谱的食材构成,食盐,D
Mediterranean Herb Baked Chicken Meatballs,Ingredient,Salt,D
西班牙红椒烤鱿鱼圈,食谱的功效,润肺补虚,食谱的功效
Spanish Red Pepper Baked Squid Rings,Health Benefit,Moisten Lungs and Tonify Deficiency,Health Benefit
西班牙红椒烤鱿鱼圈,食谱的功效,健脾化痰,食谱的功效
Spanish Red Pepper Baked Squid Rings,Health Benefit,Strengthen Spleen and Resolve Phlegm,Health Benefit
西班牙红椒烤鱿鱼圈,食谱的功效,提高免疫力,食谱的功效
Spanish Red Pepper Baked Squid Rings,Health Benefit,Improve Immunity,Health Benefit
西班牙红椒烤鱿鱼圈,食谱的食材构成,鱿鱼圈,B3
Spanish Red Pepper Baked Squid Rings,Ingredient,Squid Rings,B3
西班牙红椒烤鱿鱼圈,食谱的食材构成,红椒粉,D
Spanish Red Pepper Baked Squid Rings,Ingredient,Red Pepper Powder,D
西班牙红椒烤鱿鱼圈,食谱的食材构成,蒜末,D
Spanish Red Pepper Baked Squid Rings,Ingredient,Minced Garlic,D
西班牙红椒烤鱿鱼圈,食谱的食材构成,橄榄油,D
Spanish Red Pepper Baked Squid Rings,Ingredient,Olive Oil,D
西班牙红椒烤鱿鱼圈,食谱的食材构成,黑胡椒粉,D
Spanish Red Pepper Baked Squid Rings,Ingredient,Black Pepper Powder,D
西班牙红椒烤鱿鱼圈,食谱的食材构成,食盐,D
Spanish Red Pepper Baked Squid Rings,Ingredient,Salt,D
希腊烤彩椒芝士沙拉,食谱的功效,健脾开胃,食谱的功效
Greek Roasted Bell Pepper Cheese Salad,Health Benefit,Strengthen Spleen and Stimulate Appetite,Health Benefit
希腊烤彩椒芝士沙拉,食谱的功效,润肺止咳,食谱的功效
Greek Roasted Bell Pepper Cheese Salad,Health Benefit,Moisten Lungs and Relieve Cough,Health Benefit
希腊烤彩椒芝士沙拉,食谱的功效,增强免疫防御,食谱的功效
Greek Roasted Bell Pepper Cheese Salad,Health Benefit,Enhance Immune Defense,Health Benefit
希腊烤彩椒芝士沙拉,食谱的食材构成,彩椒,A2
Greek Roasted Bell Pepper Cheese Salad,Ingredient,Bell Peppers,A2
希腊烤彩椒芝士沙拉,食谱的食材构成,菲达奶酪,B2
Greek Roasted Bell Pepper Cheese Salad,Ingredient,Feta Cheese,B2
希腊烤彩椒芝士沙拉,食谱的食材构成,生菜,A2
Greek Roasted Bell Pepper Cheese Salad,Ingredient,Lettuce,A2
希腊烤彩椒芝士沙拉,食谱的食材构成,橄榄油,D
Greek Roasted Bell Pepper Cheese Salad,Ingredient,Olive Oil,D
希腊烤彩椒芝士沙拉,食谱的食材构成,柠檬汁,D
Greek Roasted Bell Pepper Cheese Salad,Ingredient,Lemon Juice,D
希腊烤彩椒芝士沙拉,食谱的食材构成,黑胡椒粉,D
Greek Roasted Bell Pepper Cheese Salad,Ingredient,Black Pepper Powder,D
希腊烤彩椒芝士沙拉,食谱的食材构成,食盐,D
Greek Roasted Bell Pepper Cheese Salad,Ingredient,Salt,D
美国烤芝士培根土豆,食谱的功效,益气,食谱的功效
American Baked Cheese Bacon Potato,Health Benefit,Tonify Qi,Health Benefit
美国烤芝士培根土豆,食谱的功效,补虚,食谱的功效
American Baked Cheese Bacon Potato,Health Benefit,Replenish Deficiency,Health Benefit
美国烤芝士培根土豆,食谱的功效,温中散寒,食谱的功效
American Baked Cheese Bacon Potato,Health Benefit,Warm the Middle and Dispel Cold,Health Benefit
美国烤芝士培根土豆,食谱的功效,提高免疫力,食谱的功效
American Baked Cheese Bacon Potato,Health Benefit,Boost Immunity,Health Benefit
美国烤芝士培根土豆,食谱的食材构成,马铃薯,A1
American Baked Cheese Bacon Potato,Ingredient,Potato,A1
美国烤芝士培根土豆,食谱的食材构成,培根,B1
American Baked Cheese Bacon Potato,Ingredient,Bacon,B1
美国烤芝士培根土豆,食谱的食材构成,马苏里拉芝士,B2
American Baked Cheese Bacon Potato,Ingredient,Mozzarella Cheese,B2
美国烤芝士培根土豆,食谱的食材构成,黑胡椒粉,D
American Baked Cheese Bacon Potato,Ingredient,Black Pepper Powder,D
美国烤芝士培根土豆,食谱的食材构成,食盐,D
American Baked Cheese Bacon Potato,Ingredient,Salt,D
法式蘑菇鸡肉小馅饼,食谱的功效,补益脾胃,食谱的功效
French Mushroom Chicken Mini Pie,Health Benefit,Tonify Spleen and Stomach,Health Benefit
法式蘑菇鸡肉小馅饼,食谱的功效,润肺止咳,食谱的功效
French Mushroom Chicken Mini Pie,Health Benefit,Moisten Lungs and Relieve Cough,Health Benefit
法式蘑菇鸡肉小馅饼,食谱的功效,增强体质,食谱的功效
French Mushroom Chicken Mini Pie,Health Benefit,Strengthen Physique,Health Benefit
法式蘑菇鸡肉小馅饼,食谱的食材构成,鸡胸肉碎,B1
French Mushroom Chicken Mini Pie,Ingredient,Minced Chicken Breast,B1
法式蘑菇鸡肉小馅饼,食谱的食材构成,蘑菇碎,A2
French Mushroom Chicken Mini Pie,Ingredient,Minced Mushroom,A2
法式蘑菇鸡肉小馅饼,食谱的食材构成,洋葱碎,A2
French Mushroom Chicken Mini Pie,Ingredient,Minced Onion,A2
法式蘑菇鸡肉小馅饼,食谱的食材构成,黄油,B2
French Mushroom Chicken Mini Pie,Ingredient,Butter,B2
法式蘑菇鸡肉小馅饼,食谱的食材构成,面粉,A1
French Mushroom Chicken Mini Pie,Ingredient,Flour,A1
法式蘑菇鸡肉小馅饼,食谱的食材构成,牛奶,B2
French Mushroom Chicken Mini Pie,Ingredient,Milk,B2
法式蘑菇鸡肉小馅饼,食谱的食材构成,食盐,D
French Mushroom Chicken Mini Pie,Ingredient,Salt,D
法式蘑菇鸡肉小馅饼,食谱的食材构成,黑胡椒粉,D
French Mushroom Chicken Mini Pie,Ingredient,Black Pepper Powder,D
墨西哥辣味鸡肉炒豆,食谱的功效,补气,食谱的功效
Mexican Spicy Chicken Stir-fried Beans,Health Benefit,Tonify Qi,Health Benefit
墨西哥辣味鸡肉炒豆,食谱的功效,化痰,食谱的功效
Mexican Spicy Chicken Stir-fried Beans,Health Benefit,Resolve Phlegm,Health Benefit
墨西哥辣味鸡肉炒豆,食谱的功效,健脾益肺,食谱的功效
Mexican Spicy Chicken Stir-fried Beans,Health Benefit,Strengthen Spleen and Benefit Lungs,Health Benefit
墨西哥辣味鸡肉炒豆,食谱的功效,提高免疫机能,食谱的功效
Mexican Spicy Chicken Stir-fried Beans,Health Benefit,Enhance Immune Function,Health Benefit
墨西哥辣味鸡肉炒豆,食谱的食材构成,鸡胸肉,B1
Mexican Spicy Chicken Stir-fried Beans,Ingredient,Chicken Breast,B1
